Source,Target
"Brownlow Cecil, 9th Earl of Exeter",Horace Mann
"Brownlow Cecil, 9th Earl of Exeter",Father Thorpe
"Brownlow Cecil, 9th Earl of Exeter",Charles Townley
"Brownlow Cecil, 9th Earl of Exeter",Sir Watkin Williams Wynn
"Brownlow Cecil, 9th Earl of Exeter",Sir Gregory Turner
"Brownlow Cecil, 9th Earl of Exeter",10th Earl of Pembroke
"Brownlow Cecil, 9th Earl of Exeter",Joseph Mandeville
"Brownlow Cecil, 9th Earl of Exeter",Senator Vitturi
"Brownlow Cecil, 9th Earl of Exeter",Pietro Fabris
"Brownlow Cecil, 9th Earl of Exeter",Cardinal Nidarni
"Brownlow Cecil, 9th Earl of Exeter",Philipp Hackert
"Brownlow Cecil, 9th Earl of Exeter",Piranesi
"Brownlow Cecil, 9th Earl of Exeter",5th Earl of Exter
"Brownlow Cecil, 9th Earl of Exeter",Mr French
"Brownlow Cecil, 9th Earl of Exeter",Mrs Macarthy
"Brownlow Cecil, 9th Earl of Exeter",Isaac Jamineau
"Brownlow Cecil, 9th Earl of Exeter",Mrs Mosmann
"Brownlow Cecil, 9th Earl of Exeter",Duke of Devonshire
"Brownlow Cecil, 9th Earl of Exeter",3rd Earl of Bute
"Brownlow Cecil, 9th Earl of Exeter","Clement XIV, Pope"
Patrick Moir,Christopher Hewetson
Patrick Moir,William Artaud
Patrick Moir,Cardinal York
Patrick Moir,Lady Knight
Patrick Moir,Viscountess Spencer
Patrick Moir,Sir John Throckmorton
Patrick Moir,Lady Throckmorton
Alexander Nasmyth,Patrick Miller of Dalswinton
Alexander Nasmyth,Sir John Dick
Alexander Nasmyth,Nathaniel Marchant
Thomas Banks,Ozias Humphry
Thomas Banks,Edward Stevens
Thomas Banks,Henry Fuseli
Thomas Banks,Thomas Coke of Norfolk
Thomas Banks,Robert Home
Thomas Banks,George Grenville
Thomas Banks,Elizabeth Hooton
Thomas Banks,James Durno
Thomas Banks,Lady Catherine Beauclerk
Thomas Banks,Henry Swinburne
Thomas Banks,Sir Thomas Gascoigne
Thomas Banks,Lavinia Banks Forster
Thomas Banks,Mrs Stevens
Thomas Banks,Mrs William Pars
Thomas Banks,G.B. Capezzoli
Thomas Banks,Bishop of Derry
Philip Wickstead,Zoffany
Philip Wickstead,Lord Arundell
Philip Wickstead,Anne Forbes
Philip Wickstead,William Constable
Philip Wickstead,Thomas Banks
Philip Wickstead,Hugh Barron
Philip Wickstead,William Beckford
Philip Wickstead,George Robertson
Philip Wickstead,Norton
Solomon Delane,Hayward
Solomon Delane,William Mylne
Solomon Delane,Robert Mylne
Solomon Delane,Nathaniel Dance
Solomon Delane,James Barry
Solomon Delane,Sir Watkin Williams Wynn
Solomon Delane,James Nevay
Solomon Delane,Laurent Pêcheux
Solomon Delane,Hugh Primrose Dean
Solomon Delane,Father Thorpe
Solomon Delane,William Parry
Solomon Delane,Mrs Banks
Solomon Delane,Ozias Humphry
Solomon Delane,James Irvine
Solomon Delane,Lady Catherine Beauclerk
Solomon Delane,Lord Warkworth
Solomon Delane,George Grenville
Solomon Delane,James Hope
Solomon Delane,Crone
Jacob More,Joshua Reynolds
Jacob More,Grignion
Jacob More,Mrs Patrick Home
Jacob More,Richard Wilson
Jacob More,Father Thorpe
Jacob More,4th Earl of Bristol (previously Bishop of Derry)
Jacob More,R.B. Brettingham
Jacob More,John Henderson
Jacob More,Thomas Hardwick
Jacob More,Canova
Jacob More,James Irvine
Jacob More,Lord Grey de Wilton
Jacob More,Prince Borghese
Jacob More,Lord Breadalbane
Jacob More,Prince Augustus
Jacob More,Thomas Jenkins
Jacob More,Sir James Wright
Jacob More,Richard Cooper
Jacob More,Sir George Beaumont
Jacob More,Hugh [H.D.] Hamilton
Jacob More,Patrick Home
Jacob More,2nd Earl Spencer
Jacob More,Flaxman
Jacob More,Hewetson
Jacob More,Goethe
Hugh Douglas Hamilton,4th Earl of Bristol
Hugh Douglas Hamilton,Duchess of Albany
Hugh Douglas Hamilton,Cardinal York
Hugh Douglas Hamilton,Sir William Forbes
Hugh Douglas Hamilton,Abbé Water
Hugh Douglas Hamilton,William Blackett
Hugh Douglas Hamilton,James Irvine
Hugh Douglas Hamilton,John Ramsay
Hugh Douglas Hamilton,Piranesi
Hugh Douglas Hamilton,Abbé Grant
Hugh Douglas Hamilton,Philip Livingston
Hugh Douglas Hamilton,Stawell
Hugh Douglas Hamilton,Mary Hamilton
Hugh Douglas Hamilton,Hewetson
Hugh Douglas Hamilton,Jonas Brooke
Hugh Douglas Hamilton,Sir James Hall
Hugh Douglas Hamilton,Sir James Graham
Hugh Douglas Hamilton,Henry Quin
Hugh Douglas Hamilton,Flaxman
Hugh Douglas Hamilton,Henry Tresham
Hugh Douglas Hamilton,Canova
Hugh Douglas Hamilton,Mrs Flaxman
Hugh Douglas Hamilton,Harriott Hamilton
Hugh Douglas Hamilton,Jacob More
Hugh Douglas Hamilton,Christopher Norton
Hugh Douglas Hamilton,"Charles Stuart, the Young Pretender"
Hugh Douglas Hamilton,Lady Cowper
Hugh Douglas Hamilton,2nd Earl Spencer
Hugh Douglas Hamilton,Princess Stolberg-Gedern
Hugh Douglas Hamilton,Princess Sobieska
Hugh Douglas Hamilton,Robert Merry
Hugh Primrose Dean,"Henry, 2nd Viscount Palmerston"
Hugh Primrose Dean,Thomas Jones
Hugh Primrose Dean,Father Thorpe
Hugh Primrose Dean,Sir Watkin Williams Wynn
Hugh Primrose Dean,Timothy Collopy
Hugh Primrose Dean,Solomon Delane
Hugh Primrose Dean,James Nevay
Hugh Primrose Dean,Prince Altieri
Hugh Primrose Dean,Edward Walter
Hugh Primrose Dean,"Edward Clive, 2nd Baron Clive"
Hugh Primrose Dean,Sir William Hamilton
Hugh Primrose Dean,Lord Arundell
Hugh Primrose Dean,William Parry
Hugh Primrose Dean,Christopher Ebdon
Hugh Primrose Dean,Countess of Albany
Hugh Primrose Dean,Maria Hadfield
Hugh Primrose Dean,Lord Cowper
Hugh Primrose Dean,William Hadfield
Hugh Primrose Dean,W. Thomas
Hugh Primrose Dean,Eleanor Gamble
Hugh Primrose Dean,Kennedy Dean
Anne Forbes,Margaret Forbes
Anne Forbes,William Aikman
Anne Forbes,Lord Gray
Anne Forbes,Lawrence Dundas
Anne Forbes,Gavin Hamilton
Anne Forbes,Abbé Grant
Anne Forbes,Capt. John Forbes
Anne Forbes,Hayward
Anne Forbes,James Nevay
Anne Forbes,Sir William Hamilton
Anne Forbes,Charles Greville
Anne Forbes,Capt. John Clerk
Anne Forbes,Elizabeth Forbes
Anne Forbes,Father Thorpe
Anne Forbes,Lord Arundell
Anne Forbes,Wickstead
Anne Forbes,Maria Giovanna Felice
Anne Forbes,Smith
Anne Forbes,3rd Earl of Bute
Anne Forbes,7th Earl of Strathmore
Anne Forbes,Alexander Runciman
Anne Forbes,John Runciman
"Edward Clive, 2nd Baron Clive",Allan Ramsay
"Edward Clive, 2nd Baron Clive",Thomas Jenkins
"Edward Clive, 2nd Baron Clive",Charlotte Clive
"Edward Clive, 2nd Baron Clive",Angelica Kauffman
"Edward Clive, 2nd Baron Clive",Charles Grignion
"Edward Clive, 2nd Baron Clive",Soiron
"Edward Clive, 2nd Baron Clive",H.D. Hamilton
"Edward Clive, 2nd Baron Clive",Margaret Clive
"Edward Clive, 2nd Baron Clive",Robert Clive
"Edward Clive, 2nd Baron Clive",John Probert
"Edward Clive, 2nd Baron Clive",Henry Strachey
"Edward Clive, 2nd Baron Clive",Anna Tonelli
"Edward Clive, 2nd Baron Clive",Christopher Norton
"Edward Clive, 2nd Baron Clive",Lady Henrietta Antonia Herbert
Lawrence Dundas,Thomas Watkins
Lawrence Dundas,George Pocock
Lawrence Dundas,Lord Gardenstone
Lawrence Dundas,Charles Abbot
Lawrence Dundas,Sir William Hamilton
Lawrence Dundas,William Danby
George Wilbraham,Robert Fitzgerald
George Wilbraham,Thomas Skipwith
George Wilbraham,Dr Turnbull
George Wilbraham,Roger Wilbraham
Mark Parker,Robert Adam
Mark Parker,Virginia Cecilia Parker
Mark Parker,Joseph Vernet
Mark Parker,Joseph Spence
Mark Parker,Martin Folkes
Mark Parker,Lady Grisell Baillie
Mark Parker,Horace Mann
Mark Parker,Lady Mary Wortley Montagu
Mark Parker,Cardinal Albani
Mark Parker,Henry Hoare
Mark Parker,Marie-Madeleine Sarner
Mark Parker,Cardinal Cibo
Mark Parker,Jack [John] St Leger
Mark Parker,Rev. Richard Russel
Mark Parker,Father of Mark Parker
Mark Parker,Mother of Mark Parker
David Allan,Lord Cathcart
David Allan,Lady Charlotte Erskine
David Allan,Andrew Lumisden
David Allan,Sir William Hamilton
David Allan,James Nevay
David Allan,James Northcote
David Allan,Thomas Graham
David Allan,Lady Hamilton
David Allan,Father Thorpe
David Allan,Monsignor Giacomelli
David Allan,8th Baron Arundell of Wardour
David Allan,Gavin Hamilton
David Allan,Domenico Corvi
David Allan,Cardinal York
David Allan,Patrick Home
David Allan,Lady Frances
David Allan,Mrs Abercrombie of Tullibody
Patrick Byres,Isabella Byres
Patrick Byres,Smuglewicz
Patrick Byres,John Rouby
Patrick Byres,Mrs Byres
Isabella Byres,Thomas Jones
Isabella Byres,Batoni
Isabella Byres,Mrs Byres
Isabella Byres,Smuglewicz
Cardinal Duke of York Henry Benedict Maria Clement,"Charles Edward Stuart, the Young Pretender"
Cardinal Duke of York Henry Benedict Maria Clement,Antonio David
Cardinal Duke of York Henry Benedict Maria Clement,Domenico Dupra
Cardinal Duke of York Henry Benedict Maria Clement,Batoni
Cardinal Duke of York Henry Benedict Maria Clement,"Benedict XIV, Pope"
Cardinal Duke of York Henry Benedict Maria Clement,L.-G. Blanchet
Cardinal Duke of York Henry Benedict Maria Clement,Domenico Corvi
Cardinal Duke of York Henry Benedict Maria Clement,Sebastiano Ceccarini
Cardinal Duke of York Henry Benedict Maria Clement,James Russel
Cardinal Duke of York Henry Benedict Maria Clement,Mengs
Cardinal Duke of York Henry Benedict Maria Clement,Padre Lercari
Cardinal Duke of York Henry Benedict Maria Clement,Leigh
Cardinal Duke of York Henry Benedict Maria Clement,Thaddeus Kuntz
Cardinal Duke of York Henry Benedict Maria Clement,Baldassare Galuppi
Cardinal Duke of York Henry Benedict Maria Clement,Count Alfieri
Cardinal Duke of York Henry Benedict Maria Clement,Countess of Albany
Cardinal Duke of York Henry Benedict Maria Clement,Clementina Walkinshaw
Cardinal Duke of York Henry Benedict Maria Clement,"James Stuart, the Pretender"
Cardinal Duke of York Henry Benedict Maria Clement,Hamerani
Cardinal Duke of York Henry Benedict Maria Clement,H.D. Hamilton
Cardinal Duke of York Henry Benedict Maria Clement,"Pius VI, Pope"
Cardinal Duke of York Henry Benedict Maria Clement,John Coxe Hippisley
Cardinal Duke of York Henry Benedict Maria Clement,Alexander Cunyngham
Cardinal Duke of York Henry Benedict Maria Clement,Liotard
Cardinal Duke of York Henry Benedict Maria Clement,Duchess of Parma
Cardinal Duke of York Henry Benedict Maria Clement,"Charlotte, Duchess of Albany"
Cardinal Duke of York Henry Benedict Maria Clement,"George III, King of the United Kingdom"
Cardinal Duke of York Henry Benedict Maria Clement,"George IV, King of the United Kingdom"
